sample	stable_mse	final_mse	gain	mapping_gate	shape_gate	scale_gate	shift_gate	pattern_entropy
2387	0.8623017669	0.8623017669	0	0	0.8625748158	0.7555850744	0.5807657242	0
2388	0.9440698028	0.9440698028	0	0	0.8524990082	0.7468636632	0.5662079453	0
2389	1.106660962	1.106660962	0	0	0.8420746922	0.7391042709	0.557808578	0
2390	1.32534337	1.32534337	0	0	0.8289404511	0.7272446752	0.5358217955	0
2391	1.275400996	1.275400996	0	0	0.8308871388	0.7268764377	0.5288531184	0
2392	1.179261565	1.179261565	0	0	0.8141651154	0.7068057656	0.5034279823	0
2393	1.158641577	1.158641577	0	0	0.8253833055	0.7152630687	0.5141941309	0
2394	1.174147964	1.174147964	0	0	0.8441081047	0.7356804609	0.542596519	0
2395	1.120176554	1.120176554	0	0	0.8348423243	0.7240397334	0.5423384905	0
2396	1.212429762	1.212429762	0	0	0.8214672804	0.7128168941	0.524448812	0
2397	1.372915745	1.372915745	0	0	0.8034650683	0.6982113123	0.5115185976	0
2398	1.523986459	1.523986459	0	0	0.78450948	0.681347847	0.4815628529	0
2399	1.378005028	1.378005028	0	0	0.7829629183	0.6768187284	0.4685741067	0
2400	1.236333132	1.236333132	0	0	0.7613245845	0.6573422551	0.451883316	0
2401	1.170054674	1.170054674	0	0	0.801004231	0.6928193569	0.4794782102	0
2402	1.207759619	1.207759619	0	0	0.8180199862	0.7074041963	0.4979278445	0
2403	1.214060664	1.214060664	0	0	0.8182547688	0.7056355476	0.5110092759	0
2404	1.321736336	1.321736336	0	0	0.7976933718	0.6921128035	0.5018322468	0
2405	1.480736494	1.480736494	0	0	0.7972868085	0.6920222044	0.4979136884	0
2406	1.684011221	1.684011221	0	0	0.8257548809	0.7272779942	0.5247264504	0
2407	1.492614985	1.492614985	0	0	0.7932055593	0.6905161738	0.4784044623	0
2408	1.313740492	1.313740492	0	0	0.7650741339	0.6671354771	0.4565069675	0
2409	1.272601247	1.272601247	0	0	0.8159734011	0.7154217362	0.503798008	0
2410	1.190815568	1.190815568	0	0	0.86457932	0.7556630373	0.5710552335	0
2411	1.145451307	1.145451307	0	0	0.8542010188	0.7398917079	0.5646290779	0
2412	1.248042107	1.248042107	0	0	0.8510204554	0.7440873981	0.5606683493	0
2413	1.297988176	1.297988176	0	0	0.8301928639	0.7146037221	0.5434007645	0
2414	1.440357924	1.440357924	0	0	0.8444264531	0.7375859022	0.5493988991	0
2415	1.378312469	1.378312469	0	0	0.8366856575	0.715721488	0.5323272347	0
2416	1.377684474	1.377684474	0	0	0.8307583928	0.7163462639	0.5169946551	0
2417	1.323291183	1.323291183	0	0	0.8397321105	0.7222495079	0.5424663424	0
2418	1.366122723	1.366122723	0	0	0.8662366271	0.7546582222	0.5713339448	0
2419	1.278697014	1.278697014	0	0	0.8579909801	0.747853756	0.5676210523	0
2420	1.435013056	1.435013056	0	0	0.844684124	0.7384226322	0.5533274412	0
2421	1.492007971	1.492007971	0	0	0.8389306664	0.7327522039	0.5486474037	0
2422	1.549992323	1.549992323	0	0	0.8449063897	0.7382865548	0.5386194587	0
2423	1.426946402	1.426946402	0	0	0.835008502	0.7211465836	0.5156292319	0
2424	1.312944651	1.312944651	0	0	0.8217483759	0.7038412094	0.4961048365	0
2425	1.264984846	1.264984846	0	0	0.8386718035	0.7224817872	0.5241137743	0
2426	1.38335824	1.38335824	0	0	0.8624489307	0.7493559122	0.5595327616	0
2427	1.370047808	1.370047808	0	0	0.8655878901	0.7583613992	0.5763111711	0
2428	1.505580306	1.505580306	0	0	0.8432634473	0.7377792597	0.5519167185	0
2429	1.497162223	1.497162223	0	0	0.830067873	0.7222258449	0.5365878344	0
2430	1.598818779	1.598818779	0	0	0.8486937284	0.743691802	0.5485188961	0
2431	1.45456028	1.45456028	0	0	0.8481987715	0.7367408872	0.5414454937	0
2432	1.341812372	1.341812372	0	0	0.8357467651	0.7249844074	0.5216867328	0
2433	1.260949254	1.260949254	0	0	0.8528066278	0.7470050454	0.5519515276	0
2434	1.353939056	1.353939056	0	0	0.8783635497	0.772403419	0.5974130034	0
2435	1.293062806	1.293062806	0	0	0.8718329072	0.7636317015	0.5934742689	0
2436	1.32417953	1.32417953	0	0	0.8622140288	0.7544579506	0.5764026642	0
2437	1.353542089	1.353542089	0	0	0.8559256792	0.7441536784	0.5709495544	0
2438	1.409749389	1.409749389	0	0	0.8632952571	0.7538939118	0.5756784081	0
2439	1.393830419	1.393830419	0	0	0.860753715	0.7480069399	0.5694284439	0
2440	1.437780857	1.437780857	0	0	0.8499401808	0.7277024388	0.5453011394	0
2441	1.356086493	1.356086493	0	0	0.8588241339	0.7462939024	0.5647464991	0
2442	1.444020629	1.444020629	0	0	0.8752933741	0.7669194341	0.5914899707	0
2443	1.369908214	1.369908214	0	0	0.8704589009	0.7654855847	0.5896670222	0
2444	1.537078261	1.537078261	0	0	0.8692103624	0.7678129077	0.593295455	0
2445	1.546527505	1.546527505	0	0	0.8567893505	0.7520558834	0.5711907148	0
2446	1.622759104	1.622759104	0	0	0.8601882458	0.7566736341	0.5679742694	0
2447	1.452210903	1.452210903	0	0	0.8569699526	0.7480574846	0.5590113401	0
2448	1.392697453	1.392697453	0	0	0.8522085547	0.7385272384	0.5486088991	0
2449	1.374956727	1.374956727	0	0	0.8569771647	0.7465556264	0.5561721921	0
2450	1.478795171	1.478795171	0	0	0.8740132451	0.7680239677	0.5869879127	0
2451	1.473240376	1.473240376	0	0	0.874682188	0.7749927044	0.5989842415	0
2452	1.56220758	1.56220758	0	0	0.8582057953	0.7556241155	0.5773107409	0
2453	1.555795789	1.555795789	0	0	0.8527663946	0.7515363693	0.5689536333	0
2454	1.597486973	1.597486973	0	0	0.8647803068	0.7662246227	0.5782284141	0
2455	1.437076807	1.437076807	0	0	0.8669453859	0.7647791505	0.5797686577	0
2456	1.397314548	1.397314548	0	0	0.8544348478	0.7483173609	0.5561434031	0
2457	1.32231009	1.32231009	0	0	0.8566868305	0.7536771297	0.5619198084	0
2458	1.445868492	1.445868492	0	0	0.8771229982	0.7784444094	0.6004930139	0
2459	1.345303655	1.345303655	0	0	0.8620194197	0.7633672357	0.5856482387	0
2460	1.329611421	1.329611421	0	0	0.848357141	0.7466879487	0.5738372207	0
2461	1.37866509	1.37866509	0	0	0.8400753736	0.7332155704	0.5552159548	0
2462	1.459395766	1.459395766	0	0	0.873503387	0.7737498283	0.5931029916	0
2463	1.368949175	1.368949175	0	0	0.8637291193	0.7557493448	0.5768551826	0
2464	1.479163527	1.479163527	0	0	0.8569903374	0.7343620062	0.5556406379	0
2465	1.392531037	1.392531037	0	0	0.8527133465	0.7411387563	0.5504716039	0
2466	1.458758473	1.458758473	0	0	0.8804543018	0.7817094922	0.6034030914	0
2467	1.426586032	1.426586032	0	0	0.8720616698	0.7782129645	0.6022034883	0
2468	1.578888297	1.578888297	0	0	0.8548871279	0.7590283155	0.5815503597	0
2469	1.52374661	1.52374661	0	0	0.8367350698	0.7385653853	0.5513612032	0
2470	1.596893072	1.596893072	0	0	0.8600592613	0.7655428052	0.5725013614	0
2471	1.403270125	1.403270125	0	0	0.8515092134	0.7474438548	0.5563287139	0
2472	1.377682686	1.377682686	0	0	0.851025641	0.7423294783	0.5532576442	0
2473	1.318248987	1.318248987	0	0	0.85818398	0.7545933127	0.5641584992	0
2474	1.448245406	1.448245406	0	0	0.8868304491	0.7915506959	0.6193066835	0
2475	1.463711739	1.463711739	0	0	0.879830122	0.7867878675	0.6159344912	0
2476	1.619011283	1.619011283	0	0	0.8687329888	0.7768107057	0.6056224704	0
2477	1.512434959	1.512434959	0	0	0.8612837195	0.7662366033	0.5884469151	0
2478	1.544742346	1.544742346	0	0	0.8873732686	0.799433589	0.6252189279	0
2479	1.409508109	1.409508109	0	0	0.8785069585	0.7777295113	0.6024466157	0
2480	1.305185914	1.305185914	0	0	0.8725856543	0.7680197358	0.5864613056	0
2481	1.24452281	1.24452281	0	0	0.8778409362	0.7798876166	0.5962328315	0
2482	1.344978571	1.344978571	0	0	0.8940346241	0.7993935943	0.6366524696	0
2483	1.291699529	1.291699529	0	0	0.8845610619	0.788749814	0.6227992177	0
2484	1.338211775	1.338211775	0	0	0.8773758411	0.7785300016	0.6114735603	0
2485	1.280442238	1.280442238	0	0	0.8680900335	0.7637434602	0.5940886736	0
2486	1.270005703	1.270005703	0	0	0.8879880309	0.7930618525	0.6259922385	0
2487	1.268048286	1.268048286	0	0	0.8784683943	0.772814095	0.6003825665	0
2488	1.279120684	1.279120684	0	0	0.8806772828	0.7685507536	0.5975878835	0
2489	1.213231206	1.213231206	0	0	0.873519361	0.7651488781	0.5823667645	0
2490	1.248259187	1.248259187	0	0	0.89489609	0.8003626466	0.6354525685	0
2491	1.313356638	1.313356638	0	0	0.8876181841	0.7952374816	0.6305088997	0
2492	1.384945869	1.384945869	0	0	0.8899440765	0.8021063805	0.6399868727	0
2493	1.295081615	1.295081615	0	0	0.8837132454	0.7926515937	0.6216692328	0
2494	1.263591528	1.263591528	0	0	0.8870702386	0.7984755635	0.6298395991	0
2495	1.209532142	1.209532142	0	0	0.8814629316	0.7831587791	0.6112365127	0
2496	1.188151717	1.188151717	0	0	0.889520824	0.7933852673	0.6220141649	0
2497	1.178747416	1.178747416	0	0	0.8779059649	0.7802639008	0.5951195359	0
2498	1.271723628	1.271723628	0	0	0.898699522	0.8103079796	0.6493403316	0
2499	1.351823449	1.351823449	0	0	0.8894485235	0.8017359972	0.6332547069	0
2500	1.393254995	1.393254995	0	0	0.8858658075	0.7968798876	0.6359726787	0
2501	1.230753779	1.230753779	0	0	0.8717871904	0.77994591	0.6084466577	0
2502	1.243219137	1.243219137	0	0	0.8907521367	0.8024892211	0.6380153298	0
2503	1.179072976	1.179072976	0	0	0.8834711909	0.7878350019	0.6167741418	0
2504	1.204434037	1.204434037	0	0	0.8873618245	0.7980593443	0.6243519187	0
2505	1.173112392	1.173112392	0	0	0.881428957	0.7868000865	0.60108459	0
2506	1.23057723	1.23057723	0	0	0.8956627846	0.8080709577	0.6478106976	0
2507	1.150179505	1.150179505	0	0	0.8926647902	0.8008793592	0.6397910118	0
2508	1.086279154	1.086279154	0	0	0.8792465925	0.7826898694	0.6182578206	0
2509	1.036691189	1.036691189	0	0	0.8755390644	0.7739914656	0.6113266945	0
2510	1.029396415	1.029396415	0	0	0.8788772821	0.7793334723	0.6137299538	0
2511	1.001890421	1.001890421	0	0	0.8855841756	0.7827062011	0.6223368645	0
2512	0.9897740483	0.9897740483	0	0	0.881352663	0.7767290473	0.6104186177	0
